,genre_ids,overview,title,Western,Romance,Horror,TV Movie,Fantasy,Drama,Science Fiction,War,Music,History,Thriller,Comedy,Crime,Mystery,Action,Animation,Family,Adventure
772,"['Crime', 'Drama']","When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.",Cool Hand Luke,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
773,"['Thriller', 'Crime', 'Drama', 'Mystery']",The lives of three men who were childhood friends are shattered when one of them suffers a family tragedy.,Mystic River,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
774,"['Drama', 'Romance']","When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon.",A Walk to Remember,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
775,"['Music', 'Comedy', 'Action', 'Crime']","Jake Blues, just released from prison, puts his old band back together to save the Catholic home where he and his brother Elwood were raised.",The Blues Brothers,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
776,"['Horror', 'Thriller']","Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",The Black Phone,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
777,"['Drama', 'War']","Paul Baumer and his friends Albert and Muller, egged on by romantic dreams of heroism, voluntarily enlist in the German army. Full of excitement and patriotic fervour, the boys enthusiastically march into a war they believe in. But once on the Western Front, they discover the soul-destroying horror of World War I.",All Quiet on the Western Front,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
778,"['Drama', 'History']","Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.",The Ten Commandments,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
779,"['Drama', 'Comedy', 'War', 'History']","Chickie wants to support his friends fighting in Vietnam, so he does something wild—personally bring them American beer. What starts as a well-meaning journey quickly changes Chickie’s life and perspective. Based on a true story.",The Greatest Beer Run Ever,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
780,"['Science Fiction', 'Adventure', 'Drama']","The Doctor and Clara face their Last Christmas. Trapped on an Arctic base, under attack from terrifying creatures, who are you going to call? Santa Claus!",Doctor Who: Last Christmas,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
781,"['Drama', 'Comedy']","In 1984, a group of LGBT activists decide to raise money to support the National Union of Mineworkers during their lengthy strike. There is only one problem: the Union seems embarrassed to receive their support.",Pride,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
782,"['Romance', 'Drama']","Emmi Kurowski, a cleaning lady, is lonely in her old age. Her husband died years ago, and her grown children offer little companionship. One night she goes to a bar frequented by Arab immigrants and strikes up a friendship with middle-aged mechanic Ali. Their relationship soon develops into something more, and Emmi's family and neighbors criticize their spontaneous marriage. Soon Emmi and Ali are forced to confront their own insecurities about their future.",Ali: Fear Eats the Soul,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
783,"['Romance', 'Animation', 'Fantasy']","One day a young woman named Blanca is saved by Xuan, a snake catcher from a nearby village. She has lost her memory, and together they go on a journey to discover her real identity, developing deeper feelings for one another along the way. But as they learn more about her past, they uncover a darker plot of supernatural forces vying for power, with the fate of the world hanging in the balance.",White Snake,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
784,"['Drama', 'History']","The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",The King's Speech,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
785,"['TV Movie', 'Drama']",A dramatization of the relationship between heart surgery pioneers Alfred Blalock and Vivien Thomas.,Something the Lord Made,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
786,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']","A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",Big Hero 6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
787,"['Animation', 'Comedy', 'Drama', 'Family']","Marcel is an adorable one-inch-tall shell who ekes out a colorful existence with his grandmother Connie and their pet lint, Alan. Once part of a sprawling community of shells, they now live alone as the sole survivors of a mysterious tragedy. But when a documentary filmmaker discovers them amongst the clutter of his Airbnb, the short film he posts online brings Marcel millions of passionate fans, as well as unprecedented dangers and a new hope at finding his long-lost family.",Marcel the Shell with Shoes On,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
788,"['Drama', 'History']","The story of how Richard Williams served as a coach to his daughters Venus and Serena, who will soon become two of the most legendary tennis players in history.",King Richard,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
789,['Drama'],Two teen track stars discover first love as they train for the biggest relay race of their young lives.,Boys,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
790,"['Science Fiction', 'Action', 'Animation', 'Mystery']","Batman has not been seen for ten years. A new breed of criminal ravages Gotham City, forcing 55-year-old Bruce Wayne back into the cape and cowl. But, does he still have what it takes to fight crime in a new era?","Batman: The Dark Knight Returns, Part 1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
791,"['Drama', 'Romance']","The arrival of a new student in school changes Leonardo's life. This 15 year-old blind teenager has to deal with the jealousy of his friend Giovana while figuring out the new feelings he's having towards his new friend, Gabriel.",I Don't Want to Go Back Alone,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
792,['Drama'],"A retired farmer and widower in his 70s, Alvin Straight learns one day that his distant brother Lyle has suffered a stroke and may not recover. Alvin is determined to make things right with Lyle while he still can, but his brother lives in Wisconsin, while Alvin is stuck in Iowa with no car and no driver's license. Then he hits on the idea of making the trip on his old lawnmower, thus beginning a picturesque and at times deeply spiritual odyssey.",The Straight Story,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
793,"['Drama', 'Family']","Twelve years after their beloved eldest son, Junpei, drowned while saving a stranger's life, Kyohei and Toshiko welcome their surviving children home for a family reunion. Younger son Ryota still feels that his parents resent that he isn't the one who died; his new wife, Yukari, is awkwardly meeting the rest of the family for the first time. Daughter Chinami strains to fill the uncomfortable pauses with forced cheer.",Still Walking,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
794,['Drama'],A pimp with no other means to provide for himself finds his life spiralling out of control when his prostitute is sent to prison.,Accattone,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
795,"['Animation', 'Fantasy', 'Family']","When Sosuke, a young boy who lives on a clifftop overlooking the sea, rescues a stranded goldfish named Ponyo, he discovers more than he bargained for. Ponyo is a curious, energetic young creature who yearns to be human, but even as she causes chaos around the house, her father, a powerful sorcerer, schemes to return Ponyo to the sea.",Ponyo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
796,['Comedy'],"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.",Ricky Gervais: Humanity,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
797,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']","In a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there.",Onward,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
798,"['Action', 'Romance', 'Crime']",Two tales of crimes intertwine in present-day Hong Kong.,Fallen Angels,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
799,"['Drama', 'Romance']","A teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",Slumdog Millionaire,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
800,"['Music', 'Horror', 'Fantasy']","Cry Baby, a strong and sensitive girl, is sent off to a disturbing sleepaway school that’s hidden underneath a grandiose façade. Luckily, she has a sweet and unapologetic best friend who sticks up for her when she gets bullied by the other students whose brains are under control by the Principal and his wicked staff. With the help of the magical friends they meet along the way, as well as an Angelic Spirit Guide, they are able to gain the strength they need to fight off the school’s belligerent patriarchal conditioning.",K-12,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
801,['Comedy'],"In order to advance her career in the dynamic world of publicity in Mexico City, Raquel tries to reunite with her high school friend Cecy who has become the queen of social media. But unlike followers, friendships do not come instantly.",War of Likes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
802,"['Drama', 'History']","A biopic of Temple Grandin, an autistic woman who has become one of top scientists in humane livestock handling.",Temple Grandin,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
803,"['Crime', 'Drama', 'Mystery', 'Thriller']","A mother lives quietly with her son. One day, a girl is brutally killed, and the boy is charged with the murder. Now, it's his mother's mission to prove him innocent.",Mother,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
804,"['Animation', 'Family', 'Fantasy']","The kingdom of Takicardie quakes under the rule of the tyrannical King Charles V-et-III-font-VIII-et-VIII-font-XVI, whose favourite pastime is shooting birds. His archenemy is a cheeky mockingbird, whose favourite pastime is thwarting the king’s attempts to shoot birds. One night, a portrait of the king comes to life and disposes of the real king, taking his place. The portrait king falls in love with a young shepherdess in another painting and intends to marry her. But, alas, the shepherdess has fallen in love with a chimneysweep and together they elope from the king’s palace. Enraged, the king sends his police to capture them and once they are within his power he forces the shepherdess to marry him. The mockingbird must use all his guile and courage to once more thwart the king and bring his evil reign to an end.",The King and the Mockingbird,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
805,"['Romance', 'Family', 'Animation', 'Fantasy']","Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",Beauty and the Beast,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
806,"['Drama', 'Romance']",Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.,The Hustler,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
807,['Drama'],"An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.",Magnolia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
808,"['Drama', 'History']",What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,The Trial of the Chicago 7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
809,['Drama'],"In a ghetto where religion and drug trafficking rub shoulders, Dounia has a lust for power and success. Supported by Maimouna, her best friend, she decides to follow in the footsteps of Rebecca, a respected dealer. But her encounter with Djigui, a young, disturbingly sensual dancer, throws her off course.",Divines,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
810,"['Animation', 'Comedy', 'Romance', 'Music']",Ambitious artist Jabari attempts to balance success and love when he moves into his dream Manhattan apartment and falls for his next-door neighbor.,Entergalactic,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
811,['Drama'],"Paris, in the early 1990s: a group of young activists is desperately tied to finding the cure against an unknown lethal disease. They target the pharmaceutical labs that are retaining potential cures, and multiply direct actions, with the hope of saving their lives as well as the ones of future generations.",BPM (Beats per Minute),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
812,['Drama'],Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,Philadelphia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
813,['Western'],"At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will.","Duck, You Sucker",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,"['Drama', 'Music', 'History']","In this biographical drama, Selena Quintanilla is born into a musical Mexican-American family in Texas. Her father, Abraham, realizes that his young daughter is talented and begins performing with her at small venues. She finds success and falls for her guitarist, Chris Perez, who draws the ire of her father. Seeking mainstream stardom, Selena begins recording an English-language album which, tragically, she would never complete.",Selena,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
815,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']","It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",Shrek,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
816,"['Adventure', 'Fantasy']","Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",Harry Potter and the Chamber of Secrets,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
817,"['Fantasy', 'Horror']","The mysterious Count Orlok summons Thomas Hutter to his remote Transylvanian castle in the mountains. The eerie Orlok seeks to buy a house near Hutter and his wife, Ellen. After Orlok reveals his vampire nature, Hutter struggles to escape the castle, knowing that Ellen is in grave danger",Nosferatu,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
818,['Drama'],"After emigrating to Greece from Nigeria, Vera and Charles Antetokounmpo struggled to survive and provide for their five children, while living under the daily threat of deportation. Desperate to obtain Greek citizenship but undermined by a system that blocked them at every turn, the family's vision, determination and faith lifted them out of obscurity to launch the careers of three NBA champions.",Rise,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
819,['Comedy'],"Armed with boyish charm and a sharp wit, the former ""SNL"" writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton.",John Mulaney: The Comeback Kid,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
820,"['Animation', 'Family']","When Day, a sunny fellow, encounters Night, a stranger of distinctly darker moods, sparks fly! Day and Night are frightened and suspicious of each other at first, and quickly get off on the wrong foot. But as they discover each other's unique qualities--and come to realize that each of them offers a different window onto the same world-the friendship helps both to gain a new perspective.",Day & Night,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
821,"['Comedy', 'Thriller', 'War']","It's a dreary Christmas 1944 for the American POWs in Stalag 17 and the men in Barracks 4, all sergeants, have to deal with a grave problem—there seems to be a security leak.",Stalag 17,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
822,"['Comedy', 'Romance']","With college decisions looming, Elle juggles her long-distance romance with Noah, changing relationship with bestie Lee and feelings for a new classmate.",The Kissing Booth 2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
823,['Science Fiction'],A young bride in the midst of her wedding finds herself mysteriously transported to the TARDIS. The Doctor must discover what her connection is with the Empress of the Racnoss's plan to destroy the world.,Doctor Who: The Runaway Bride,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
824,['Drama'],Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between miniDV footage as she tries to reconcile the father she knew with the man she didn't.,Aftersun,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
825,['Comedy'],"After another spat with her kids, Dona Hermínia decides to take some time off from them and hides away in her aunt's house, where she reminisces about her kids in an age when they still needed her.",My Mom Is a Character,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
826,['Comedy'],"The four old friends meet on the grave of the fifth of them, Perozzi, who died at the end of the first episode. Time has passed but they are still up for adventures and cruel jokes, and while they recall the one they created together with the late friend, new ones are on their way, starting right there at the cemetery.",My Friends Act II,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
827,"['Comedy', 'Drama', 'Family', 'Fantasy']","A young boy discovers a stray balloon, which seems to have a mind of its own, on the streets of Paris. The two become inseparable, yet the world’s harsh realities finally interfere.",The Red Balloon,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
828,"['Animation', 'Family']","King Randolph sends for his cousin, Duchess Rowena, to help turn his daughters, Princess Genevieve and her eleven sisters, into royal material. But the Duchess strips the sisters of their fun, including their favorite pastime: dancing. When all hope may be lost, the sisters discover a secret passageway to a magical land where they can dance the night away.",Barbie in The 12 Dancing Princesses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
829,['Horror'],"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",The Exorcist,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,"['Action', 'Adventure', 'Drama', 'Fantasy']","Shishio sets sail in his ironclad ship to bring down the government. In order to stop him, Kenshin trains with his old master to learn his final technique.",Rurouni Kenshin Part III: The Legend Ends,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
831,"['Romance', 'Comedy', 'Drama']","The rigid principles of a devout Catholic man are challenged during a one-night stay with Maud, a divorced woman with an outsize personality.",My Night at Maud's,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
832,"['Mystery', 'Horror', 'Comedy', 'Drama']","Set in the neurosurgical ward of Copenhagen's Rigshospitalet, the city and country's main hospital, nicknamed ""Riget"", a number of characters, staff and patients alike, encounter bizarre phenomena, both human and supernatural.",The Kingdom,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
833,"['Drama', 'History', 'War']","Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.",Hotel Rwanda,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
834,['Drama'],"In the midst of the Great Depression, manipulative emcee Rocky enlists contestants for a dance marathon offering a $1,500 cash prize. Among them are a failed actress, a middle-aged sailor, a delusional blonde and a pregnant girl.","They Shoot Horses, Don't They?",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
835,"['Fantasy', 'Drama', 'Romance']",A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,Edward Scissorhands,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
836,"['Comedy', 'Drama']","Valentin is Acapulco's resident playboy, until a former fling leaves a baby on his doorstep and him heading with her out of Mexico.",Instructions Not Included,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
837,"['Mystery', 'Thriller', 'Crime', 'Comedy']",A mystery novelist devises an insurance scam with his wife's lover – but things aren't exactly as they seem.,Sleuth,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
838,['Drama'],A private school for young girls is scandalized when one spiteful student accuses the two young women who run the school of being in a relationship.,The Children's Hour,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
839,['Drama'],"A grandiose party to celebrate a sixtieth birthday unleashes a family drama with all the lies that conceal horrendous secrets. The eldest son, Christian, stages a showdown with the popular pater familias; his provocative, moving after-dinner speech dislodges all the masks, which finally fall completely as the father-son conflict intensifies and the bewildered guests look on.",The Celebration,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
840,"['Drama', 'Fantasy']","In the aftermath of the Spanish Civil War, Ana, a sensitive seven-year-old girl in a rural Spanish hamlet is traumatized after a traveling projectionist screens a print of James Whale's 1931 ""Frankenstein"" for the village. The youngster is profoundly disturbed by the scenes in which the monster murders the little girl and is later killed himself by the villagers. She questions her sister about the profundities of life and death and believes her older sibling when she tells her that the monster is not dead, but exists as a spirit inhabiting a nearby barn. When a Loyalist soldier, a fugitive from Franco's victorious army, hides out in the barn, Ana crosses from reality into a fantasy world of her own.",The Spirit of the Beehive,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
841,"['Action', 'Fantasy', 'TV Movie']","The wolves are howling once again, as a terrifying ancient evil emerges in Beacon Hills. Scott McCall, no longer a teenager yet still an Alpha, must gather new allies and reunite trusted friends to fight back against this powerful and deadly enemy.",Teen Wolf: The Movie,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
842,"['Action', 'Drama', 'Mystery', 'Thriller']","While investigating a terroristic threat that goes viral online, Korean authorities discover that a suspect has recently boarded an international flight bound for the United States. When a healthy passenger on the same flight suddenly dies a gruesome death of unknown cause, panic erupts both in-flight and on the ground. With steadily decreasing fuel and international refusals to offer aid, the captain and crew will be forced to take unprecedented emergency measures in an attempt to save the lives of their passengers.",Emergency Declaration,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
843,"['Drama', 'Crime', 'Thriller']","Palermo, Sicily, 1980. Mafia member Tommaso Buscetta decides to move to Brazil with his family fleeing the constant war between the different clans of the criminal organization. But when, after living several misfortunes, he is forced to return to Italy, he makes a bold decision that will change his life and the destiny of Cosa Nostra forever.",The Traitor,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
844,"['Drama', 'Music']","On the cusp of his 30th birthday, Jonathon Larson, a promising young theater composer, navigates love, friendship, and the pressures of life as an artist in New York City.","tick, tick... BOOM!",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
845,"['Crime', 'Mystery', 'Thriller']","In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",The Batman,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
846,"['Drama', 'Action']",A biographical drama centered on the rivalry between Formula 1 drivers James Hunt and Niki Lauda during the 1976 Formula One motor-racing season.,Rush,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
847,"['Drama', 'Comedy', 'Crime', 'Fantasy']","In this luminous tale set in the former Yugoslavia, Perhan, an engaging young Romany with telekinetic powers, is seduced by the quick-cash world of petty crime that threatens to destroy him and those he loves.",Time of the Gypsies,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
848,['Drama'],"Set in 1940s France, a new teacher at a school for disruptive boys gives hope and inspiration.",The Chorus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
849,"['Mystery', 'Western', 'Thriller']","Bacurau, a small town in the Brazilian sertão, mourns the loss of its matriarch, Carmelita, who lived to be 94. Days later, its inhabitants notice that their community has vanished from most maps.",Bacurau,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
850,"['Science Fiction', 'Action', 'Adventure']","When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",The Avengers,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
851,"['Drama', 'Romance']","A promising career with the police, a baby on the way... Marc's life seems to be right on track. Then he meets fellow policeman Kay and during their regular jogs Marc experiences a never-before-felt sense of ease and effortlessness -- and what it means to fall in love with another man.",Free Fall,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
852,"['Comedy', 'Family', 'Drama']","A lighthearted take on director Yasujiro Ozu’s perennial theme of the challenges of inter­generational relationships, Good Morning tells the story of two young boys who stop speaking in protest after their parents refuse to buy a television set. Ozu weaves a wealth of subtle gags through a family portrait as rich as those of his dramatic films, mocking the foibles of the adult world through the eyes of his child protagonists. Shot in stunning color and set in a suburb of Tokyo where housewives gossip about the neighbors’ new washing machine and unemployed husbands look for work as door-to-door salesmen, this charming comedy refashions Ozu’s own silent classic I Was Born, But . . . to gently satirize consumerism in postwar Japan.",Good Morning,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
853,"['Animation', 'Mystery', 'Family', 'Horror']","After going their separate ways, Scooby-Doo, Shaggy, Velma, Daphne, and Fred reunite to investigate the ghost of Moonscar the pirate on a haunted bayou island, but it turns out the swashbuckler's spirit isn't the only creepy character on the island. The sleuths also meet up with cat creatures and zombies... and it looks like for the first time in their lives, these ghouls might actually be real.",Scooby-Doo on Zombie Island,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
854,"['Drama', 'Family', 'Music', 'Romance']","In the years before the Second World War, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children, and brings a new love of life and music into the home.",The Sound of Music,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
855,"['Animation', 'Family']","An aging codger named Geri plays a daylong game of chess in the park against himself. Somehow, he begins losing to his livelier opponent. But just when the game's nearly over, Geri manages to turn the tables.",Geri's Game,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
856,"['Western', 'Drama']","Will Kane, the sheriff of a small town in New Mexico, learns a notorious outlaw he put in jail has been freed, and will be arriving on the noon train. Knowing the outlaw and his gang are coming to kill him, Kane is determined to stand his ground, so he attempts to gather a posse from among the local townspeople.",High Noon,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
857,"['Animation', 'Fantasy', 'Family', 'Action', 'Adventure']","The Guardians of Arcadia reunite to battle the nefarious Arcane Order, who've reawakened the primordial Titans.",Trollhunters: Rise of the Titans,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
858,['Drama'],"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",The Conformist,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
859,"['Comedy', 'Drama', 'Science Fiction']","A stranger in the city asks questions no one has asked before. Known only by his initials, the man's innocent questions and childlike curiosity take him on a journey of love, laughter and letting go.",PK,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
860,"['Crime', 'Thriller']","A deranged socialite accosts a tennis star with his theory that if two strangers trade murders, they can disguise their motives and avoid suspicion.",Strangers on a Train,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
861,['Drama'],"Agnès Varda eloquently captures Paris in the sixties with this real-time portrait of a singer set adrift in the city as she awaits test results of a biopsy. A chronicle of the minutes of one woman’s life, Cléo from 5 to 7 is a spirited mix of vivid vérité and melodrama, featuring a score by Michel Legrand and cameos by Jean-Luc Godard and Anna Karina.",Cléo from 5 to 7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862,"['Fantasy', 'Horror', 'Drama']","Taking its title from an archaic Japanese word meaning ""ghost story,"" this anthology adapts four folk tales. A penniless samurai marries for money with tragic results. A man stranded in a blizzard is saved by Yuki the Snow Maiden, but his rescue comes at a cost. Blind musician Hoichi is forced to perform for an audience of ghosts. An author relates the story of a samurai who sees another warrior's reflection in his teacup.",Kwaidan,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
